Year,CoC Number,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (SH),Total Year-Round Beds (TH)
2016,MI-507,490.0,387,0.0,103
2016,MI-506,846.0,618,0.0,228
2016,MI-505,312.0,229,0.0,83
2016,MI-504,295.0,162,0.0,133
2016,MI-503,353.0,176,25.0,152
2016,MI-502,245.0,120,17.0,108
2016,MI-501,2260.0,1087,21.0,1152
2016,MI-500,1613.0,1117,0.0,496
2016,ME-502,613.0,384,15.0,214
2016,ME-500,1871.0,890,0.0,981
2016,MD-601,616.0,269,40.0,307
2016,MD-600,422.0,196,0.0,226
2016,MD-513,230.0,184,0.0,46
2016,MD-512,214.0,159,0.0,55
2016,MD-511,86.0,43,0.0,43
2016,MD-510,30.0,21,0.0,9
2016,MD-509,260.0,131,0.0,129
2016,LA-508,209.0,85,0.0,124
2016,MI-511,124.0,76,0.0,48
2016,LA-506,293.0,121,0.0,172
2016,IL-512,388.0,268,24.0,96
2016,IL-510,5469.0,1687,41.0,3741
2016,IL-509,94.0,79,0.0,15
2016,IL-508,213.0,78,0.0,135
2016,IL-507,504.0,314,15.0,175
2016,IL-506,328.0,190,0.0,138
2016,IL-504,228.0,104,0.0,124
2016,IL-503,188.0,21,0.0,167
2016,IL-502,209.0,67,0.0,142
2016,IL-501,311.0,215,0.0,96
2016,IL-500,141.0,37,0.0,104
2016,ID-501,1072.0,546,0.0,526
2016,ID-500,834.0,529,0.0,305
2016,IA-502,837.0,406,0.0,431
2016,IA-501,2392.0,930,0.0,1462
2016,IA-500,339.0,147,0.0,192
2016,HI-501,3417.0,1414,25.0,1978
2016,HI-500,995.0,300,0.0,695
2016,GU-500,146.0,125,0.0,21
2016,GA-508,407.0,114,0.0,293
2016,GA-507,694.0,310,0.0,384
2016,GA-506,358.0,139,0.0,219
2016,IL-511,679.0,222,29.0,428
2016,GA-505,317.0,261,0.0,56
2016,IL-513,276.0,115,0.0,161
2016,KS-503,430.0,330,0.0,100
2016,IL-514,571.0,180,0.0,391
2016,LA-505,279.0,106,0.0,173
2016,LA-504,495.0,130,0.0,365
2016,LA-503,1157.0,557,15.0,585
2016,LA-502,528.0,388,35.0,105
2016,LA-500,383.0,182,0.0,201
2016,KY-501,979.0,544,0.0,435
2016,KY-500,1754.0,1159,0.0,595
2016,KS-507,1057.0,596,0.0,461
2016,KS-505,176.0,118,0.0,58
2016,KY-502,1064.0,525,0.0,539
2016,KS-502,573.0,335,20.0,218
2016,IN-502,4358.0,2863,25.0,1470
2016,IN-500,460.0,154,0.0,306
2016,IL-515,148.0,90,0.0,58
2016,IL-520,447.0,273,0.0,174
2016,IL-519,175.0,81,0.0,94
2016,IL-518,380.0,190,0.0,190
2016,IL-517,387.0,307,0.0,80
2016,IL-516,245.0,79,0.0,166
2016,IN-503,1661.0,901,25.0,735
2015,NY-501,561.0,107,0.0,454
2015,NV-501,927.0,526,0.0,401
2015,NV-502,236.0,134,0.0,102
2015,NY-500,740.0,495,14.0,231
2015,NY-507,213.0,169,0.0,44
2015,NY-502,95.0,54,0.0,41
2015,NY-503,453.0,314,0.0,139
2015,NY-504,56.0,39,0.0,17
2015,NY-505,774.0,498,0.0,276
2015,NM-501,1379.0,887,0.0,492
2015,NV-500,3303.0,2244,25.0,1034
2015,NJ-507,370.0,162,0.0,208
2015,NM-500,898.0,378,0.0,520
2015,NJ-516,273.0,154,0.0,119
2015,NJ-515,442.0,266,0.0,176
2015,NJ-514,529.0,284,0.0,245
2015,NJ-513,379.0,190,0.0,189
2015,NJ-512,57.0,27,0.0,30
2015,NJ-511,542.0,491,0.0,51
2015,NJ-510,115.0,64,0.0,51
2015,NJ-509,293.0,132,20.0,141
2015,NJ-508,267.0,90,0.0,177
2015,NY-510,75.0,44,0.0,31
2015,NY-508,1046.0,536,16.0,494
2015,NY-601,430.0,229,0.0,201
2015,NY-511,292.0,128,0.0,164
2015,NY-604,2250.0,1017,0.0,1233
2015,OH-505,747.0,487,0.0,260
2015,NJ-504,1912.0,1155,0.0,757
2015,OH-504,288.0,180,0.0,108
2015,OH-503,1074.0,933,0.0,141
2015,OH-502,1838.0,1204,20.0,614
2015,OH-501,739.0,568,12.0,159
2015,OH-500,942.0,610,0.0,332
2015,NY-608,107.0,77,0.0,30
2015,NY-607,19.0,10,9.0,0
2015,NY-606,146.0,92,0.0,54
2015,NY-603,2991.0,2443,0.0,548
2015,NY-512,126.0,97,0.0,29
2015,NY-602,249.0,201,0.0,48
2015,NY-600,75068.0,69927,162.0,4979
2015,NY-523,116.0,78,0.0,38
2015,NY-522,80.0,36,0.0,44
2015,NY-520,21.0,21,0.0,0
2015,NY-519,37.0,25,0.0,12
2015,NY-518,172.0,115,0.0,57
2015,NY-516,151.0,151,0.0,0
2015,NY-514,105.0,79,0.0,26
2015,NY-513,205.0,35,15.0,155
2015,NJ-506,495.0,244,0.0,251
2015,MS-503,134.0,89,0.0,45
2015,NJ-503,769.0,363,0.0,406
2015,MN-506,223.0,110,0.0,113
2015,MO-604,1614.0,1050,14.0,550
2015,MO-603,177.0,95,18.0,64
2015,MO-602,365.0,190,0.0,175
2015,MO-600,536.0,390,0.0,146
2015,MO-503,252.0,101,0.0,151
2015,MO-501,1364.0,589,18.0,757
2015,MO-500,403.0,211,0.0,192
2015,MN-511,106.0,57,0.0,49
2015,MN-509,379.0,184,0.0,195
2015,MN-508,197.0,99,0.0,98
2015,MN-505,543.0,329,0.0,214
2015,NJ-502,569.0,531,0.0,38
2015,MN-504,68.0,18,0.0,50
2015,MN-503,406.0,264,0.0,142
2015,MN-502,467.0,246,0.0,221
2015,MN-501,1365.0,781,0.0,584
2015,MN-500,3025.0,1551,0.0,1474
2015,MI-523,136.0,42,0.0,94
2015,MI-519,395.0,162,0.0,233
2015,MI-518,107.0,52,0.0,55
2015,MI-517,201.0,108,0.0,93
2015,MI-516,185.0,141,0.0,44
2015,MO-606,1989.0,1502,8.0,479
2015,MS-500,515.0,175,0.0,340
2015,MS-501,849.0,465,0.0,384
2015,OH-507,3594.0,2163,10.0,1421
2015,NJ-501,368.0,156,0.0,212
2015,NJ-500,357.0,309,0.0,48
2015,NH-502,324.0,126,5.0,193
2015,NH-501,374.0,155,4.0,215
2015,NH-500,671.0,467,0.0,204
2015,NE-502,816.0,317,0.0,499
2015,NE-501,1395.0,875,0.0,520
2015,NE-500,762.0,367,0.0,395
2015,ND-500,966.0,770,0.0,196
2015,NC-516,129.0,96,0.0,33
2015,NC-513,94.0,64,0.0,30
2015,NC-511,282.0,75,0.0,207
2015,NC-509,257.0,189,0.0,68
2015,NC-507,772.0,521,0.0,251
2015,NC-506,447.0,325,0.0,122
2015,NC-504,601.0,347,0.0,254
2015,NC-503,3425.0,2594,0.0,831
2015,NC-502,828.0,453,0.0,375
2015,NC-501,474.0,217,0.0,257
2015,NC-500,477.0,351,0.0,126
2015,MT-500,1224.0,761,0.0,463
2015,OH-506,614.0,282,29.0,303
2015,Total,426267.0,264440,2043.0,159784
2015,OH-508,437.0,249,20.0,168
2015,VA-500,718.0,334,16.0,368
2015,VA-521,861.0,702,0.0,159
2015,VA-514,155.0,117,0.0,38
2015,VA-513,242.0,242,0.0,0
2015,VA-508,246.0,152,0.0,94
2015,VA-507,89.0,67,0.0,22
2015,VA-505,411.0,256,22.0,133
2015,VA-504,161.0,87,0.0,74
2015,VA-503,297.0,134,0.0,163
2015,VA-502,516.0,504,0.0,12
2015,VA-501,464.0,277,0.0,187
2015,UT-504,179.0,91,0.0,88
2015,TX-503,1178.0,787,16.0,375
2015,UT-503,761.0,559,0.0,202
2015,UT-500,1820.0,1047,24.0,749
2015,TX-701,233.0,151,0.0,82
2015,TX-700,3067.0,1169,0.0,1898
2015,TX-624,438.0,402,0.0,36
2015,TX-611,612.0,543,0.0,69
2015,TX-607,6092.0,4490,0.0,1602
2015,TX-604,244.0,109,3.0,132
2015,TX-603,1260.0,714,20.0,526
2015,TX-601,1783.0,1265,20.0,498
2015,VA-600,147.0,125,6.0,16
2015,VA-601,960.0,477,0.0,483
2015,VA-602,192.0,95,0.0,97
2015,VA-603,308.0,212,12.0,84
2015,MI-514,243.0,147,13.0,83
2015,WY-500,853.0,450,0.0,403
2015,WV-508,1016.0,745,0.0,271
2015,WV-503,431.0,288,0.0,143
2015,WV-501,261.0,180,13.0,68
2015,WV-500,107.0,66,0.0,41
2015,WI-503,676.0,363,14.0,299
2015,WI-502,293.0,189,0.0,104
2015,WI-501,1591.0,790,43.0,758
2015,WI-500,4143.0,2314,7.0,1822
2015,WA-508,476.0,162,0.0,314
2015,WA-507,650.0,362,0.0,288
2015,WA-504,637.0,472,0.0,165
2015,WA-503,913.0,518,0.0,395
2015,WA-502,1141.0,693,0.0,448
2015,WA-501,4207.0,2380,0.0,1827
2015,WA-500,6452.0,2828,45.0,3579
2015,VT-501,405.0,335,0.0,70
2015,VT-500,498.0,248,4.0,246
2015,VI-500,128.0,82,0.0,46
2015,VA-604,310.0,161,0.0,149
2015,TX-600,3600.0,2372,25.0,1203
2015,TX-500,2305.0,1380,44.0,881
2015,OK-500,245.0,130,0.0,115
2015,OR-505,2811.0,1533,0.0,1278
2015,PA-508,215.0,49,4.0,162
2015,PA-506,539.0,207,0.0,332
2015,PA-505,913.0,518,0.0,395
2015,PA-504,448.0,196,0.0,252
2015,PA-503,206.0,87,0.0,119
2015,PA-502,445.0,343,0.0,102
2015,PA-501,443.0,198,25.0,220
2015,PA-500,5737.0,3666,115.0,1956
2015,OR-507,130.0,44,0.0,86
2015,OR-506,235.0,96,10.0,129
2015,OR-503,251.0,173,0.0,78
2015,TN-512,586.0,484,0.0,102
2015,OR-502,462.0,216,0.0,246
2015,OR-501,1672.0,521,0.0,1151
2015,OR-500,583.0,479,0.0,104
2015,OK-507,386.0,358,0.0,28
2015,OK-506,311.0,239,0.0,72
2015,OK-505,426.0,374,0.0,52
2015,OK-504,79.0,48,0.0,31
2015,OK-503,154.0,117,0.0,37
2015,OK-502,1377.0,1134,0.0,243
2015,OK-501,826.0,533,25.0,268
2015,PA-509,2559.0,1303,0.0,1256
2015,PA-510,471.0,196,0.0,275
2015,PA-511,456.0,108,0.0,348
2015,PA-512,355.0,187,0.0,168
2015,TN-510,185.0,149,0.0,36
2015,TN-509,523.0,380,0.0,143
2015,TN-507,213.0,137,8.0,68
2015,TN-506,246.0,134,0.0,112
2015,TN-504,2210.0,1619,8.0,583
2015,TN-503,293.0,178,0.0,115
2015,TN-502,778.0,463,0.0,315
2015,TN-501,1626.0,500,0.0,1126
2015,TN-500,321.0,193,0.0,128
2015,SD-500,1460.0,1112,0.0,348
2015,SC-503,470.0,195,0.0,275
2015,SC-502,1107.0,502,0.0,605
2015,SC-501,1761.0,798,12.0,951
2015,SC-500,417.0,181,0.0,236
2015,RI-500,1142.0,705,0.0,437
2015,PR-503,842.0,381,53.0,408
2015,PR-502,1270.0,265,22.0,983
2015,PA-605,432.0,233,0.0,199
2015,PA-603,130.0,70,0.0,60
2015,PA-601,1335.0,668,53.0,614
2015,PA-600,1456.0,423,71.0,962
2015,MI-515,204.0,85,0.0,119
2015,NC-505,1551.0,830,0.0,721
2015,MI-513,85.0,53,0.0,32
2015,CO-500,2180.0,1012,0.0,1168
2015,FL-502,2507.0,1535,45.0,927
2015,FL-501,1302.0,735,10.0,557
2015,FL-500,798.0,444,0.0,354
2015,DE-500,1146.0,588,0.0,558
2015,DC-500,6963.0,4843,0.0,2120
2015,CT-505,1919.0,1386,0.0,533
2015,CT-503,812.0,557,0.0,255
2015,CT-502,668.0,352,0.0,316
2015,CO-504,636.0,288,0.0,348
2015,CO-503,4837.0,1963,25.0,2849
2015,CA-615,17.0,6,0.0,11
2015,FL-504,563.0,153,0.0,410
2015,CA-614,399.0,344,0.0,55
2015,CA-613,181.0,127,0.0,54
2015,CA-612,88.0,48,0.0,40
2015,CA-611,421.0,129,10.0,282
2015,CA-609,863.0,395,0.0,468
2015,CA-608,1297.0,720,0.0,577
2015,CA-607,231.0,130,0.0,101
2015,CA-606,760.0,258,25.0,477
2015,CA-604,688.0,458,0.0,230
2015,CA-603,719.0,408,0.0,311
2015,FL-503,512.0,222,0.0,290
2015,FL-505,289.0,141,0.0,148
2015,GA-503,114.0,105,0.0,9
2015,FL-519,180.0,106,0.0,74
2015,GA-501,2858.0,1603,0.0,1255
2015,GA-500,3609.0,1643,0.0,1966
2015,FL-606,408.0,218,0.0,190
2015,FL-605,770.0,415,16.0,339
2015,FL-604,420.0,268,0.0,152
2015,FL-603,339.0,254,0.0,85
2015,FL-602,200.0,74,4.0,122
2015,FL-601,1956.0,820,35.0,1101
2015,FL-600,3554.0,1738,28.0,1788
2015,FL-520,327.0,219,0.0,108
2015,FL-518,87.0,42,0.0,45
2015,FL-506,594.0,366,0.0,228
2015,FL-517,275.0,126,0.0,149
2015,FL-515,214.0,58,0.0,156
2015,FL-514,369.0,218,0.0,151
2015,FL-513,865.0,103,0.0,762
2015,FL-512,265.0,90,0.0,175
2015,FL-511,776.0,287,0.0,489
2015,FL-510,1626.0,932,0.0,694
2015,FL-509,273.0,136,0.0,137
2015,FL-508,402.0,213,0.0,189
2015,FL-507,2155.0,978,0.0,1177
2015,CA-602,2037.0,459,0.0,1578
2015,CA-600,14179.0,6855,25.0,7299
2015,CA-529,61.0,48,0.0,13
2015,AR-501,482.0,269,0.0,213
2015,CA-501,2522.0,2038,19.0,465
2015,CA-500,2006.0,622,10.0,1374
2015,AZ-502,4342.0,2090,25.0,2227
2015,AZ-501,1949.0,676,15.0,1258
2015,AZ-500,1182.0,926,0.0,256
2015,AR-512,33.0,33,0.0,0
2015,AR-508,174.0,153,0.0,21
2015,AR-505,214.0,190,0.0,24
2015,AR-504,178.0,154,0.0,24
2015,AR-503,600.0,464,0.0,136
2015,AR-500,805.0,464,0.0,341
2015,CA-527,85.0,24,0.0,61
2015,AL-507,569.0,277,0.0,292
2015,AL-506,198.0,16,0.0,182
2015,AL-505,98.0,89,0.0,9
2015,AL-504,414.0,153,0.0,261
2015,AL-503,532.0,498,0.0,34
2015,AL-502,264.0,70,0.0,194
2015,AL-501,484.0,359,0.0,125
2015,AL-500,1054.0,406,34.0,614
2015,AK-501,841.0,581,0.0,260
2015,MI-512,270.0,217,0.0,53
2015,CA-502,1783.0,852,0.0,931
2015,CA-503,1564.0,665,0.0,899
2015,CA-504,1018.0,558,0.0,460
2015,CA-505,881.0,527,0.0,354
2015,CA-526,195.0,103,0.0,92
2015,CA-525,133.0,54,0.0,79
2015,CA-524,352.0,162,0.0,190
2015,CA-523,81.0,37,0.0,44
2015,CA-522,220.0,36,0.0,184
2015,CA-521,278.0,100,0.0,178
2015,CA-520,224.0,104,0.0,120
2015,CA-519,332.0,228,0.0,104
2015,CA-518,381.0,142,0.0,239
2015,CA-517,165.0,103,0.0,62
2015,CA-516,456.0,261,0.0,195
2015,CA-515,431.0,240,0.0,191
2015,CA-514,856.0,372,24.0,460
2015,CA-513,559.0,237,0.0,322
2015,CA-512,798.0,321,0.0,477
2015,CA-511,1471.0,711,0.0,760
2015,CA-510,569.0,285,0.0,284
2015,CA-509,122.0,66,0.0,56
2015,CA-508,600.0,353,0.0,247
2015,CA-507,412.0,184,0.0,228
2015,CA-506,889.0,324,0.0,565
2015,GA-502,422.0,126,0.0,296
2015,CA-601,4605.0,763,59.0,3783
2015,GA-504,366.0,205,0.0,161
2015,MA-511,978.0,919,0.0,59
2015,MD-503,237.0,147,0.0,90
2015,MD-502,149.0,80,0.0,69
2015,MD-501,2505.0,892,40.0,1573
2015,MD-500,131.0,80,0.0,51
2015,MA-519,243.0,170,0.0,73
2015,AK-500,1019.0,603,0.0,416
2015,MA-518,193.0,112,0.0,81
2015,MA-517,179.0,107,0.0,72
2015,MA-516,1418.0,1157,0.0,261
2015,MA-515,410.0,316,0.0,94
2015,MA-510,1525.0,1399,6.0,120
2015,MD-506,115.0,65,25.0,25
2015,MA-509,450.0,281,0.0,169
2015,MA-508,555.0,433,0.0,122
2015,MA-507,549.0,201,0.0,348
2015,MA-506,1405.0,896,13.0,496
2015,MA-505,453.0,179,0.0,274
2015,MA-504,2143.0,1922,7.0,214
2015,MA-503,307.0,250,0.0,57
2015,MA-502,535.0,438,0.0,97
2015,MA-500,6364.0,5181,27.0,1156
2015,LA-509,191.0,139,0.0,52
2015,MD-505,430.0,377,0.0,53
2015,MD-507,131.0,42,0.0,89
2015,LA-507,167.0,97,0.0,70
2015,MI-502,344.0,125,16.0,203
2015,GA-505,258.0,214,0.0,44
2015,MI-511,117.0,69,0.0,48
2015,MI-510,396.0,216,6.0,174
2015,MI-509,264.0,195,0.0,69
2015,MI-508,413.0,340,0.0,73
2015,MI-507,619.0,387,0.0,232
2015,MI-506,879.0,357,0.0,522
2015,MI-505,364.0,231,0.0,133
2015,MI-504,301.0,154,0.0,147
2015,MI-503,354.0,178,25.0,151
2015,MI-501,2421.0,1183,21.0,1217
2015,MD-508,329.0,236,0.0,93
2015,MI-500,2039.0,1192,0.0,847
2015,ME-502,621.0,376,15.0,230
2015,ME-500,1955.0,828,0.0,1127
2015,MD-601,619.0,278,44.0,297
2015,MD-600,444.0,187,0.0,257
2015,MD-513,257.0,207,0.0,50
2015,MD-512,250.0,163,0.0,87
2015,MD-511,68.0,31,0.0,37
2015,MD-510,30.0,21,0.0,9
2015,MD-509,274.0,137,0.0,137
2015,LA-508,183.0,85,0.0,98
2015,MD-504,107.0,71,0.0,36
2015,GA-506,348.0,107,0.0,241
2015,IL-500,162.0,47,0.0,115
2015,IL-512,542.0,378,24.0,140
2015,IL-511,636.0,206,15.0,415
2015,IL-510,5390.0,1632,41.0,3717
2015,IL-509,89.0,74,0.0,15
2015,IL-508,210.0,75,0.0,135
2015,IL-507,556.0,382,0.0,174
2015,IL-506,319.0,175,0.0,144
2015,IL-504,228.0,104,0.0,124
2015,IL-503,185.0,10,0.0,175
2015,IL-501,394.0,239,0.0,155
2015,ID-501,1079.0,485,0.0,594
2015,IL-514,666.0,176,0.0,490
2015,ID-500,780.0,454,0.0,326
2015,IA-502,839.0,415,0.0,424
2015,IA-501,2427.0,1046,0.0,1381
2015,IA-500,340.0,154,0.0,186
2015,HI-501,3487.0,1110,25.0,2352
2015,HI-500,876.0,294,0.0,582
2015,GU-500,154.0,132,0.0,22
2015,GA-508,585.0,115,0.0,470
2015,GA-507,659.0,298,0.0,361
2015,LA-506,262.0,95,0.0,167
2015,IL-513,307.0,145,0.0,162
2015,IL-502,336.0,150,0.0,186
2015,IL-515,186.0,104,0.0,82
2015,KS-502,514.0,366,20.0,128
2015,LA-504,791.0,253,0.0,538
2015,LA-503,1198.0,569,10.0,619
2015,LA-502,550.0,431,32.0,87
2015,LA-500,396.0,188,0.0,208
2015,KY-502,1250.0,634,0.0,616
2015,KY-501,1062.0,549,0.0,513
2015,KY-500,1775.0,1137,0.0,638
2015,KS-507,1636.0,979,0.0,657
2015,KS-505,189.0,118,0.0,71
2015,KS-503,408.0,330,0.0,78
2015,LA-505,290.0,74,0.0,216
2015,KS-501,232.0,51,0.0,181
2015,IN-503,1737.0,908,25.0,804
2015,IN-502,4264.0,2647,25.0,1592
2015,IN-500,510.0,160,0.0,350
2015,IL-520,441.0,280,0.0,161
2015,IL-519,206.0,81,0.0,125
2015,IL-518,399.0,220,0.0,179
2015,IL-517,404.0,316,0.0,88
2015,IL-516,319.0,124,0.0,195
2014,NY-503,483.0,318,0.0,165
2014,NV-502,256.0,148,0.0,108
2014,NY-500,759.0,475,14.0,270
2014,NY-501,430.0,102,0.0,328
2014,NY-502,92.0,54,0.0,38
2014,NY-509,83.0,69,0.0,14
2014,NY-504,46.0,29,0.0,17
2014,NY-505,873.0,472,0.0,401
2014,NY-507,224.0,180,0.0,44
2014,NY-508,1070.0,550,16.0,504
2014,NV-500,3992.0,2852,25.0,1115
2014,NV-501,927.0,523,0.0,404
2014,NJ-516,262.0,153,0.0,109
2014,NM-501,1427.0,1006,0.0,421
2014,NM-500,898.0,369,0.0,529
2014,NJ-518,65.0,29,0.0,36
2014,NY-511,319.0,155,0.0,164
2014,NJ-515,400.0,262,0.0,138
2014,NJ-514,552.0,275,0.0,277
2014,NJ-513,352.0,190,0.0,162
2014,NJ-512,57.0,27,0.0,30
2014,NJ-511,531.0,424,0.0,107
2014,NJ-510,118.0,67,0.0,51
2014,NJ-509,293.0,132,20.0,141
2014,NY-510,45.0,19,0.0,26
2014,OH-505,739.0,479,0.0,260
2014,NY-512,134.0,97,0.0,37
2014,NY-603,2877.0,2318,0.0,559
2014,NJ-507,374.0,157,0.0,217
2014,OH-504,285.0,178,1.0,106
2014,OH-503,897.0,766,0.0,131
2014,OH-502,1936.0,1182,20.0,734
2014,OH-501,931.0,586,12.0,333
2014,OH-500,951.0,603,0.0,348
2014,NY-608,124.0,77,0.0,47
2014,NY-607,19.0,10,9.0,0
2014,NY-606,157.0,102,0.0,55
2014,NY-604,2396.0,1029,0.0,1367
2014,NY-602,249.0,200,0.0,49
2014,NY-513,97.0,47,12.0,38
2014,NY-601,446.0,242,0.0,204
2014,NY-600,66662.0,61056,152.0,5454
2014,NY-523,156.0,91,0.0,65
2014,NY-522,172.0,48,0.0,124
2014,NY-520,50.0,20,0.0,30
2014,NY-519,37.0,25,0.0,12
2014,NY-518,171.0,115,0.0,56
2014,NY-517,82.0,25,0.0,57
2014,NY-516,148.0,148,0.0,0
2014,NY-514,105.0,79,0.0,26
2014,NJ-508,267.0,90,0.0,177
2014,MI-518,99.0,38,0.0,61
2014,NJ-506,414.0,235,0.0,179
2014,MN-509,332.0,127,0.0,205
2014,MS-500,572.0,217,0.0,355
2014,MO-606,2208.0,1538,8.0,662
2014,MO-604,1879.0,1007,10.0,862
2014,MO-603,198.0,95,18.0,85
2014,MO-602,354.0,171,0.0,183
2014,MO-600,622.0,200,0.0,422
2014,MO-503,265.0,102,0.0,163
2014,MO-501,1359.0,558,18.0,783
2014,MO-500,399.0,211,0.0,188
2014,MN-511,142.0,53,0.0,89
2014,MN-508,159.0,98,0.0,61
2014,MS-503,108.0,59,0.0,49
2014,MN-506,230.0,118,0.0,112
2014,MN-505,536.0,245,0.0,291
2014,MN-504,83.0,12,0.0,71
2014,MN-503,642.0,255,0.0,387
2014,MN-502,520.0,256,0.0,264
2014,MN-501,1478.0,732,0.0,746
2014,MN-500,3214.0,2145,0.0,1069
2014,MI-523,147.0,69,0.0,78
2014,MI-519,371.0,160,0.0,211
2014,OH-507,3908.0,2347,10.0,1551
2014,MS-501,927.0,487,0.0,440
2014,MT-500,1337.0,746,0.0,591
2014,NJ-504,1777.0,1071,0.0,706
2014,ND-500,936.0,736,0.0,200
2014,NJ-503,696.0,346,0.0,350
2014,NJ-502,569.0,531,0.0,38
2014,NJ-501,368.0,152,0.0,216
2014,NJ-500,466.0,402,0.0,64
2014,NH-502,306.0,110,5.0,191
2014,NH-501,361.0,147,4.0,210
2014,NH-500,731.0,482,0.0,249
2014,NE-502,882.0,374,0.0,508
2014,NE-501,1731.0,937,0.0,794
2014,NE-500,833.0,424,0.0,409
2014,NC-516,127.0,94,0.0,33
2014,NC-500,471.0,343,0.0,128
2014,NC-513,100.0,64,0.0,36
2014,NC-511,278.0,96,0.0,182
2014,NC-509,263.0,189,0.0,74
2014,NC-507,1022.0,678,0.0,344
2014,NC-506,431.0,309,0.0,122
2014,NC-505,1685.0,870,0.0,815
2014,NC-504,753.0,347,0.0,406
2014,NC-503,3396.0,2530,0.0,866
2014,NC-502,738.0,288,0.0,450
2014,NC-501,460.0,200,0.0,260
2014,OH-506,665.0,268,10.0,387
2014,WY-500,815.0,445,0.0,370
2014,OH-508,447.0,251,20.0,176
2014,UT-504,141.0,80,0.0,61
2014,VA-514,154.0,116,0.0,38
2014,VA-513,281.0,281,0.0,0
2014,VA-508,251.0,138,0.0,113
2014,VA-507,135.0,67,0.0,68
2014,VA-505,455.0,309,22.0,124
2014,VA-504,166.0,92,0.0,74
2014,VA-503,345.0,124,0.0,221
2014,VA-502,553.0,469,0.0,84
2014,VA-501,491.0,315,0.0,176
2014,VA-500,737.0,302,16.0,419
2014,UT-503,838.0,486,0.0,352
2014,VA-600,196.0,126,6.0,64
2014,UT-500,1761.0,969,49.0,743
2014,TX-703,487.0,245,0.0,242
2014,TX-701,221.0,151,0.0,70
2014,TX-700,3715.0,1142,25.0,2548
2014,TX-624,408.0,372,0.0,36
2014,TX-611,612.0,543,0.0,69
2014,TX-607,5663.0,4014,0.0,1649
2014,TX-604,244.0,109,3.0,132
2014,TX-603,1243.0,676,20.0,547
2014,TX-601,2180.0,1266,20.0,894
2014,VA-521,761.0,629,0.0,132
2014,VA-601,956.0,408,8.0,540
2014,TX-503,1310.0,816,16.0,478
2014,WA-508,469.0,161,0.0,308
2014,Total,424880.0,249497,2159.0,173224
2014,MI-516,247.0,154,0.0,93
2014,WV-508,1157.0,804,0.0,353
2014,WV-503,430.0,302,0.0,128
2014,WV-501,261.0,180,13.0,68
2014,WV-500,117.0,77,0.0,40
2014,WI-503,616.0,327,14.0,275
2014,WI-502,297.0,193,0.0,104
2014,WI-501,1554.0,725,43.0,786
2014,WI-500,4037.0,2191,7.0,1839
2014,WA-507,665.0,392,0.0,273
2014,VA-602,186.0,95,0.0,91
2014,WA-504,607.0,384,0.0,223
2014,WA-503,1079.0,513,0.0,566
2014,WA-502,1355.0,705,0.0,650
2014,WA-501,4047.0,2300,0.0,1747
2014,WA-500,6664.0,2754,45.0,3865
2014,VT-501,457.0,351,0.0,106
2014,VT-500,583.0,302,6.0,275
2014,VI-500,127.0,84,0.0,43
2014,VA-604,350.0,183,0.0,167
2014,VA-603,257.0,162,12.0,83
2014,TX-600,3954.0,2390,25.0,1539
2014,TX-500,2406.0,1218,44.0,1144
2014,OK-500,235.0,127,0.0,108
2014,OR-506,243.0,96,10.0,137
2014,PA-508,238.0,51,4.0,183
2014,PA-507,1342.0,654,0.0,688
2014,PA-506,530.0,207,0.0,323
2014,PA-505,709.0,300,8.0,401
2014,PA-504,432.0,192,0.0,240
2014,PA-503,230.0,81,0.0,149
2014,PA-502,619.0,341,0.0,278
2014,PA-501,440.0,193,33.0,214
2014,PA-500,5688.0,3644,115.0,1929
2014,OR-507,132.0,44,0.0,88
2014,OR-505,3034.0,1491,0.0,1543
2014,PA-510,536.0,234,0.0,302
2014,OR-503,380.0,144,0.0,236
2014,OR-502,510.0,305,0.0,205
2014,OR-501,1907.0,478,0.0,1429
2014,OR-500,718.0,394,0.0,324
2014,OK-507,351.0,331,0.0,20
2014,OK-506,307.0,236,0.0,71
2014,OK-504,83.0,48,0.0,35
2014,OK-503,179.0,134,0.0,45
2014,OK-502,1402.0,1154,0.0,248
2014,OK-501,874.0,528,50.0,296
2014,PA-509,907.0,419,0.0,488
2014,PA-511,459.0,108,0.0,351
2014,TN-512,278.0,190,0.0,88
2014,SC-503,506.0,231,0.0,275
2014,TN-510,213.0,149,0.0,64
2014,TN-509,557.0,398,0.0,159
2014,TN-507,275.0,205,8.0,62
2014,TN-506,320.0,216,0.0,104
2014,TN-504,2027.0,1169,16.0,842
2014,TN-503,321.0,186,0.0,135
2014,TN-502,800.0,465,0.0,335
2014,TN-501,1705.0,483,0.0,1222
2014,TN-500,295.0,167,0.0,128
2014,SD-500,1747.0,1154,0.0,593
2014,SC-502,1123.0,512,0.0,611
2014,PA-512,347.0,186,0.0,161
2014,SC-501,1459.0,734,12.0,713
2014,SC-500,385.0,176,0.0,209
2014,RI-500,1225.0,759,17.0,449
2014,PR-503,760.0,297,65.0,398
2014,PR-502,1202.0,292,22.0,888
2014,PA-605,439.0,249,0.0,190
2014,PA-603,127.0,72,0.0,55
2014,PA-602,525.0,323,0.0,202
2014,PA-601,813.0,356,47.0,410
