Year,CoC Number,"Total Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (SH),Total Year-Round Beds (TH)
2014,PA-600,1541.0,443,75.0,1023
2014,MI-517,224.0,108,0.0,116
2014,OK-505,449.0,404,0.0,45
2014,MI-515,204.0,85,0.0,119
2014,GA-504,365.0,215,0.0,150
2014,FL-504,594.0,150,0.0,444
2014,FL-503,433.0,178,0.0,255
2014,FL-502,2367.0,1363,45.0,959
2014,FL-501,1049.0,449,10.0,590
2014,FL-500,785.0,387,0.0,398
2014,DE-500,1172.0,552,0.0,620
2014,DC-500,7281.0,5157,0.0,2124
2014,CT-512,171.0,171,0.0,0
2014,CT-508,246.0,157,0.0,89
2014,CT-506,156.0,146,0.0,10
2014,CT-505,1815.0,1194,0.0,621
2014,CT-503,401.0,233,0.0,168
2014,CT-502,622.0,337,0.0,285
2014,CO-504,861.0,298,0.0,563
2014,CO-503,5676.0,2492,25.0,3159
2014,CO-500,1929.0,963,0.0,966
2014,CA-614,214.0,141,0.0,73
2014,CA-613,206.0,135,0.0,71
2014,CA-612,142.0,50,0.0,92
2014,CA-611,442.0,108,10.0,324
2014,CA-609,1110.0,415,0.0,695
2014,CA-608,1385.0,665,0.0,720
2014,CA-606,973.0,328,25.0,620
2014,FL-505,229.0,81,0.0,148
2014,FL-506,578.0,187,0.0,391
2014,FL-507,2466.0,1105,0.0,1361
2014,FL-520,316.0,183,0.0,133
2014,GA-502,365.0,56,0.0,309
2014,GA-501,2756.0,1526,0.0,1230
2014,GA-500,3747.0,2027,0.0,1720
2014,FL-606,427.0,221,0.0,206
2014,FL-605,864.0,367,16.0,481
2014,FL-604,439.0,268,0.0,171
2014,FL-603,486.0,283,0.0,203
2014,FL-602,232.0,72,4.0,156
2014,FL-601,2026.0,775,35.0,1216
2014,FL-600,3649.0,2026,28.0,1595
2014,FL-519,172.0,74,0.0,98
2014,FL-508,333.0,132,0.0,201
2014,FL-518,107.0,56,0.0,51
2014,FL-517,241.0,126,0.0,115
2014,FL-516,75.0,40,0.0,35
2014,FL-515,186.0,24,0.0,162
2014,FL-514,369.0,203,0.0,166
2014,FL-513,826.0,112,0.0,714
2014,FL-512,255.0,84,0.0,171
2014,FL-511,784.0,288,0.0,496
2014,FL-510,1714.0,904,0.0,810
2014,FL-509,314.0,148,0.0,166
2014,CA-604,671.0,436,0.0,235
2014,CA-603,726.0,408,0.0,318
2014,CA-602,2013.0,414,0.0,1599
2014,AR-500,791.0,404,0.0,387
2014,CA-501,2286.0,1657,54.0,575
2014,CA-500,1744.0,593,10.0,1141
2014,AZ-502,5584.0,2722,25.0,2837
2014,AZ-501,1847.0,704,15.0,1128
2014,AZ-500,1442.0,1055,0.0,387
2014,AR-512,28.0,28,0.0,0
2014,AR-508,132.0,105,0.0,27
2014,AR-505,206.0,182,0.0,24
2014,AR-503,593.0,517,0.0,76
2014,AR-501,401.0,230,0.0,171
2014,AL-507,554.0,309,0.0,245
2014,CA-503,1557.0,621,0.0,936
2014,AL-506,155.0,16,0.0,139
2014,AL-505,150.0,122,0.0,28
2014,AL-504,463.0,120,0.0,343
2014,AL-503,534.0,445,0.0,89
2014,AL-502,266.0,82,0.0,184
2014,AL-501,537.0,344,0.0,193
2014,AL-500,1065.0,400,34.0,631
2014,AK-501,826.0,583,0.0,243
2014,AK-500,988.0,606,0.0,382
2014,MI-514,287.0,123,13.0,151
2014,CA-502,2010.0,859,0.0,1151
2014,CA-504,975.0,557,0.0,418
2014,CA-601,4531.0,524,59.0,3948
2014,CA-517,174.0,104,0.0,70
2014,CA-600,11846.0,4798,25.0,7023
2014,CA-526,188.0,95,0.0,93
2014,CA-525,139.0,52,0.0,87
2014,CA-524,342.0,162,0.0,180
2014,CA-523,153.0,37,0.0,116
2014,CA-522,226.0,44,0.0,182
2014,CA-521,306.0,99,0.0,207
2014,CA-520,218.0,100,0.0,118
2014,CA-519,319.0,208,0.0,111
2014,CA-518,548.0,228,0.0,320
2014,CA-516,585.0,192,0.0,393
2014,CA-505,663.0,388,0.0,275
2014,CA-515,408.0,226,0.0,182
2014,CA-514,924.0,435,24.0,465
2014,CA-513,557.0,235,0.0,322
2014,CA-512,858.0,304,0.0,554
2014,CA-511,1543.0,850,0.0,693
2014,CA-510,609.0,330,0.0,279
2014,CA-509,190.0,103,0.0,87
2014,CA-508,642.0,353,0.0,289
2014,CA-507,479.0,163,0.0,316
2014,CA-506,872.0,322,0.0,550
2014,GA-503,143.0,85,0.0,58
2014,CA-607,261.0,130,0.0,131
2014,GA-505,226.0,184,0.0,42
2014,LA-508,138.0,63,0.0,75
2014,MD-506,112.0,62,25.0,25
2014,MD-505,430.0,377,0.0,53
2014,MD-503,243.0,147,0.0,96
2014,MD-502,154.0,65,0.0,89
2014,MD-501,2424.0,834,40.0,1550
2014,MD-500,131.0,80,0.0,51
2014,MA-520,621.0,506,0.0,115
2014,MA-519,246.0,170,0.0,76
2014,MA-518,228.0,104,0.0,124
2014,MA-517,174.0,111,0.0,63
2014,MA-516,1112.0,701,12.0,399
2014,MA-515,307.0,192,0.0,115
2014,MA-513,372.0,345,0.0,27
2014,MA-511,205.0,205,0.0,0
2014,MA-510,614.0,488,11.0,115
2014,MA-509,491.0,281,0.0,210
2014,MA-508,541.0,409,0.0,132
2014,MA-507,556.0,176,0.0,380
2014,MA-506,1184.0,757,13.0,414
2014,MA-505,379.0,130,0.0,249
2014,MA-504,1418.0,1179,7.0,232
2014,MA-503,299.0,246,0.0,53
2014,MA-502,535.0,438,0.0,97
2014,MD-507,171.0,52,0.0,119
2014,MD-508,409.0,248,0.0,161
2014,MD-509,198.0,54,0.0,144
2014,MI-504,250.0,94,0.0,156
2014,MI-512,289.0,128,0.0,161
2014,GA-506,401.0,119,0.0,282
2014,MI-513,54.0,31,0.0,23
2014,MI-511,124.0,70,0.0,54
2014,MI-510,405.0,192,6.0,207
2014,MI-509,336.0,196,0.0,140
2014,MI-508,407.0,335,0.0,72
2014,MI-507,582.0,377,0.0,205
2014,MI-506,809.0,275,0.0,534
2014,MI-505,321.0,188,0.0,133
2014,MI-503,275.0,164,0.0,111
2014,MD-510,30.0,21,0.0,9
2014,MI-502,403.0,126,16.0,261
2014,MI-501,2521.0,1215,21.0,1285
2014,MI-500,2288.0,1220,0.0,1068
2014,ME-502,681.0,368,15.0,298
2014,ME-500,2049.0,816,0.0,1233
2014,MD-601,600.0,284,40.0,276
2014,MD-600,450.0,196,0.0,254
2014,MD-513,206.0,157,0.0,49
2014,MD-512,226.0,152,0.0,74
2014,MD-511,52.0,15,0.0,37
2014,MA-500,6189.0,4849,27.0,1313
2014,MD-504,114.0,74,0.0,40
2014,LA-507,147.0,52,0.0,95
2014,IL-515,210.0,118,0.0,92
2014,IL-513,305.0,151,0.0,154
2014,IL-512,478.0,327,24.0,127
2014,IL-511,826.0,205,15.0,606
2014,IL-510,5991.0,2048,41.0,3902
2014,IL-509,116.0,54,0.0,62
2014,IL-508,204.0,69,0.0,135
2014,IL-507,537.0,346,0.0,191
2014,IL-506,325.0,162,0.0,163
2014,IL-504,234.0,110,0.0,124
2014,IL-503,195.0,11,0.0,184
2014,IL-502,353.0,153,15.0,185
2014,IL-501,465.0,250,0.0,215
2014,IL-500,174.0,61,0.0,113
2014,ID-501,996.0,411,0.0,585
2014,ID-500,772.0,448,0.0,324
2014,IA-502,861.0,438,0.0,423
2014,IA-501,2495.0,1089,0.0,1406
2014,IA-500,287.0,154,0.0,133
2014,HI-501,3513.0,1161,25.0,2327
2014,HI-500,823.0,331,0.0,492
2014,LA-506,315.0,112,0.0,203
2014,GA-508,616.0,249,0.0,367
2014,GA-507,637.0,304,0.0,333
2014,IL-514,668.0,173,0.0,495
2014,GU-500,186.0,102,0.0,84
2014,IL-516,248.0,166,0.0,82
2014,KS-505,231.0,100,0.0,131
2014,IL-517,425.0,316,0.0,109
2014,LA-504,836.0,239,0.0,597
2014,LA-503,1305.0,606,15.0,684
2014,LA-502,836.0,452,10.0,374
2014,LA-501,210.0,139,0.0,71
2014,LA-500,493.0,196,0.0,297
2014,KY-502,1410.0,510,0.0,900
2014,KY-501,1150.0,556,11.0,583
2014,KY-500,1702.0,1132,0.0,570
2014,KS-507,1705.0,1004,0.0,701
2014,LA-505,294.0,117,8.0,169
2014,KS-503,394.0,310,0.0,84
2014,KS-501,245.0,44,0.0,201
2014,IN-503,1831.0,887,25.0,919
2014,IN-502,4527.0,2769,0.0,1758
2014,IN-500,484.0,140,0.0,344
2014,IL-520,410.0,267,0.0,143
2014,IL-519,253.0,92,0.0,161
2014,IL-518,259.0,95,0.0,164
2014,KS-502,613.0,394,20.0,199
2013,NY-503,485.0,311,0.0,174
2013,NJ-511,517.0,410,0.0,107
2013,NY-501,386.0,94,0.0,292
2013,NY-502,54.0,25,0.0,29
2013,NY-507,209.0,163,0.0,46
2013,NY-504,41.0,24,0.0,17
2013,NY-505,829.0,428,0.0,401
2013,NY-506,30.0,30,0.0,0
2013,NV-502,267.0,162,0.0,105
2013,NY-508,1147.0,560,16.0,571
2013,NY-500,928.0,552,16.0,360
2013,NJ-520,81.0,81,0.0,0
2013,NV-501,763.0,465,0.0,298
2013,NV-500,2899.0,1800,25.0,1074
2013,NM-501,1573.0,1079,0.0,494
2013,NM-500,840.0,318,0.0,522
2013,NJ-518,50.0,14,0.0,36
2013,NJ-516,232.0,123,0.0,109
2013,NJ-515,375.0,247,0.0,128
2013,NJ-514,632.0,275,0.0,357
2013,NJ-513,364.0,190,0.0,174
2013,NY-510,56.0,20,0.0,36
2013,NJ-512,57.0,27,0.0,30
2013,NY-509,56.0,51,0.0,5
2013,NY-523,148.0,75,0.0,73
2013,NY-511,304.0,163,0.0,141
2013,OH-503,958.0,761,0.0,197
2013,NJ-509,280.0,132,20.0,128
2013,OH-504,284.0,178,1.0,105
2013,OH-502,2013.0,1063,20.0,930
2013,OH-501,924.0,474,12.0,438
2013,OH-500,1339.0,577,0.0,762
2013,NY-608,138.0,91,0.0,47
2013,NY-607,19.0,10,9.0,0
2013,NY-606,115.0,61,0.0,54
2013,NY-604,2357.0,992,0.0,1365
2013,NY-603,2880.0,2115,0.0,765
2013,NY-602,272.0,220,0.0,52
2013,NY-512,132.0,95,0.0,37
2013,NY-601,450.0,246,0.0,204
2013,NY-600,63952.0,56154,139.0,7659
2013,NY-522,66.0,66,0.0,0
2013,NY-520,17.0,17,0.0,0
2013,NY-519,37.0,37,0.0,0
2013,NY-518,222.0,144,0.0,78
2013,NY-517,92.0,25,0.0,67
2013,NY-516,68.0,68,0.0,0
2013,NY-514,95.0,69,0.0,26
2013,NY-513,177.0,159,0.0,18
2013,NJ-510,118.0,67,0.0,51
2013,MN-500,3068.0,2006,0.0,1062
2013,NJ-508,267.0,90,0.0,177
2013,NC-500,512.0,310,0.0,202
2013,MS-503,129.0,78,0.0,51
2013,MS-501,1048.0,588,0.0,460
2013,MS-500,582.0,212,0.0,370
2013,MO-606,2311.0,1561,8.0,742
2013,MO-604,1899.0,996,10.0,893
2013,MO-603,163.0,95,18.0,50
2013,MO-602,614.0,306,0.0,308
2013,MO-600,619.0,197,0.0,422
2013,MO-503,316.0,124,0.0,192
2013,MO-501,1329.0,562,18.0,749
2013,MO-500,440.0,185,0.0,255
2013,MN-511,125.0,33,0.0,92
2013,MN-509,339.0,127,0.0,212
2013,MN-508,171.0,97,0.0,74
2013,MN-506,266.0,105,0.0,161
2013,MN-505,482.0,199,0.0,283
2013,MN-504,95.0,12,0.0,83
2013,MN-503,595.0,232,0.0,363
2013,MN-502,465.0,252,0.0,213
2013,MN-501,1390.0,617,10.0,763
2013,MI-523,120.0,43,0.0,77
2013,OH-506,669.0,280,10.0,379
2013,MI-519,372.0,158,0.0,214
2013,MT-500,1452.0,777,0.0,675
2013,NC-501,487.0,207,0.0,280
2013,NJ-507,389.0,170,0.0,219
2013,NC-502,804.0,345,0.0,459
2013,NJ-506,498.0,255,0.0,243
2013,NJ-505,140.0,104,0.0,36
2013,NJ-504,1862.0,1277,0.0,585
2013,NJ-503,447.0,161,0.0,286
2013,NJ-502,569.0,531,0.0,38
2013,NJ-501,358.0,136,0.0,222
2013,NJ-500,666.0,650,0.0,16
2013,NH-502,284.0,90,5.0,189
2013,NH-501,312.0,148,4.0,160
2013,NH-500,737.0,443,0.0,294
2013,NE-502,1023.0,329,0.0,694
2013,NE-501,1518.0,885,0.0,633
2013,NE-500,990.0,491,0.0,499
2013,ND-500,729.0,575,0.0,154
2013,NC-516,137.0,104,0.0,33
2013,NC-513,100.0,64,0.0,36
2013,NC-511,297.0,110,0.0,187
2013,NC-509,271.0,194,0.0,77
2013,NC-507,962.0,678,0.0,284
2013,NC-506,447.0,315,0.0,132
2013,NC-505,1889.0,876,0.0,1013
2013,NC-504,777.0,362,0.0,415
2013,NC-503,3429.0,2399,0.0,1030
2013,OH-505,805.0,483,25.0,297
2013,WV-503,433.0,305,0.0,128
2013,OH-507,3908.0,2201,10.0,1697
2013,VA-521,877.0,639,0.0,238
2013,VA-513,347.0,317,0.0,30
2013,VA-508,246.0,138,0.0,108
2013,VA-507,126.0,72,0.0,54
2013,VA-505,487.0,275,22.0,190
2013,VA-504,143.0,92,0.0,51
2013,VA-503,370.0,125,0.0,245
2013,VA-502,651.0,561,0.0,90
2013,VA-501,539.0,363,0.0,176
2013,VA-500,843.0,354,20.0,469
2013,UT-504,142.0,89,0.0,53
2013,UT-503,899.0,458,0.0,441
2013,UT-500,1799.0,1055,49.0,695
2013,TX-703,598.0,239,0.0,359
2013,TX-701,221.0,151,0.0,70
2013,TX-700,3863.0,1269,25.0,2569
2013,TX-624,369.0,369,0.0,0
2013,TX-611,649.0,580,0.0,69
2013,TX-607,5682.0,4109,0.0,1573
2013,TX-604,244.0,123,8.0,113
2013,TX-603,1410.0,838,20.0,552
2013,TX-601,2211.0,1263,20.0,928
2013,TX-600,3765.0,2182,25.0,1558
2013,TX-503,1158.0,664,16.0,478
2013,VA-514,148.0,110,0.0,38
2013,VA-600,309.0,126,6.0,177
2013,AK-500,1015.0,574,0.0,441
2013,VA-601,1038.0,402,8.0,628
2013,Total,426231.0,238708,2191.0,185332
2013,WY-500,905.0,596,0.0,309
2013,WV-508,1126.0,720,0.0,406
2013,MI-517,216.0,108,0.0,108
2013,WV-501,288.0,177,13.0,98
2013,WV-500,116.0,76,0.0,40
2013,WI-503,649.0,321,14.0,314
2013,WI-502,305.0,193,0.0,112
2013,WI-501,1553.0,715,43.0,795
2013,WI-500,3974.0,2146,7.0,1821
2013,WA-508,457.0,161,10.0,286
2013,WA-507,646.0,387,0.0,259
2013,WA-504,664.0,392,0.0,272
2013,WA-503,1108.0,446,0.0,662
2013,WA-502,1170.0,644,0.0,526
2013,WA-501,3870.0,1879,0.0,1991
2013,WA-500,6801.0,2645,45.0,4111
2013,VT-501,430.0,346,0.0,84
2013,VT-500,984.0,721,6.0,257
2013,VI-500,151.0,91,0.0,60
2013,VA-604,328.0,157,0.0,171
2013,VA-603,273.0,162,12.0,99
2013,VA-602,170.0,79,0.0,91
2013,TX-500,2087.0,1301,44.0,742
2013,TN-512,313.0,199,0.0,114
2013,TN-510,190.0,126,0.0,64
2013,TN-509,486.0,391,0.0,95
2013,PA-506,497.0,207,0.0,290
2013,PA-505,686.0,286,8.0,392
2013,PA-504,491.0,189,0.0,302
2013,PA-503,224.0,80,0.0,144
2013,PA-502,582.0,337,0.0,245
2013,PA-501,399.0,191,25.0,183
2013,PA-500,5541.0,3428,115.0,1998
2013,OR-507,139.0,44,0.0,95
2013,OR-506,247.0,96,10.0,141
2013,OR-505,2635.0,1183,5.0,1447
2013,OR-503,351.0,160,0.0,191
2013,OR-502,539.0,317,0.0,222
2013,OR-501,2663.0,790,0.0,1873
2013,OR-500,805.0,566,0.0,239
2013,OK-507,488.0,431,0.0,57
2013,OK-506,298.0,222,0.0,76
2013,OK-505,416.0,363,0.0,53
2013,OK-504,213.0,36,0.0,177
2013,OK-503,251.0,205,0.0,46
2013,OK-502,1374.0,1097,0.0,277
2013,OK-501,886.0,528,50.0,308
2013,OK-500,236.0,121,0.0,115
2013,OH-508,468.0,254,20.0,194
2013,PA-507,1332.0,694,0.0,638
2013,PA-508,233.0,51,4.0,178
2013,PA-509,906.0,387,0.0,519
2013,SC-501,1846.0,788,12.0,1046
2013,TN-507,354.0,262,8.0,84
2013,TN-506,311.0,228,0.0,83
2013,TN-504,1679.0,890,16.0,773
2013,TN-503,340.0,173,0.0,167
2013,TN-502,999.0,453,0.0,546
2013,TN-501,1995.0,451,0.0,1544
2013,TN-500,293.0,167,0.0,126
2013,SD-500,1588.0,980,0.0,608
2013,SC-503,531.0,246,0.0,285
2013,SC-502,1158.0,492,0.0,666
2013,SC-500,349.0,191,0.0,158
2013,PA-510,551.0,240,0.0,311
2013,RI-500,1181.0,699,17.0,465
2013,PR-503,682.0,217,65.0,400
2013,PR-502,1282.0,264,22.0,996
2013,PA-605,436.0,249,0.0,187
2013,PA-603,128.0,58,0.0,70
2013,PA-602,513.0,323,0.0,190
2013,PA-601,806.0,369,32.0,405
2013,PA-600,1524.0,433,70.0,1021
2013,PA-512,328.0,186,0.0,142
2013,PA-511,435.0,85,0.0,350
2013,MI-518,91.0,37,0.0,54
2013,GU-500,193.0,109,0.0,84
2013,MI-516,288.0,151,0.0,137
2013,CA-606,1015.0,350,25.0,640
2013,FL-504,647.0,105,0.0,542
2013,FL-503,369.0,174,0.0,195
2013,FL-502,2276.0,1237,45.0,994
2013,FL-501,1184.0,418,25.0,741
2013,FL-500,710.0,398,0.0,312
2013,DE-500,1260.0,552,10.0,698
2013,DC-500,6668.0,3856,0.0,2812
2013,CT-512,164.0,164,0.0,0
2013,CT-508,262.0,173,0.0,89
2013,CT-506,123.0,123,0.0,0
2013,CT-505,1305.0,853,0.0,452
2013,CT-503,402.0,209,0.0,193
2013,CT-502,646.0,294,0.0,352
2013,CT-501,540.0,342,0.0,198
2013,CO-504,854.0,364,0.0,490
2013,CO-503,4940.0,1791,25.0,3124
2013,CO-500,1742.0,998,0.0,744
2013,CA-614,215.0,144,0.0,71
2013,CA-613,189.0,112,0.0,77
2013,CA-612,142.0,50,0.0,92
2013,CA-611,206.0,99,0.0,107
2013,CA-609,1092.0,387,0.0,705
2013,CA-608,1414.0,651,0.0,763
2013,FL-505,314.0,94,0.0,220
2013,FL-506,667.0,251,0.0,416
2013,FL-507,2873.0,1103,25.0,1745
2013,FL-520,339.0,198,0.0,141
2013,GA-502,352.0,49,0.0,303
2013,GA-501,2766.0,1435,0.0,1331
2013,GA-500,3164.0,1695,0.0,1469
2013,FL-606,401.0,212,0.0,189
2013,FL-605,935.0,409,16.0,510
2013,FL-604,432.0,268,0.0,164
2013,FL-603,526.0,275,0.0,251
2013,FL-602,239.0,72,4.0,163
2013,FL-601,2207.0,834,35.0,1338
2013,FL-600,3441.0,1615,28.0,1798
2013,FL-519,160.0,116,0.0,44
2013,FL-508,497.0,235,0.0,262
2013,FL-518,107.0,56,0.0,51
2013,FL-517,139.0,42,0.0,97
2013,FL-516,106.0,40,0.0,66
2013,FL-515,262.0,58,0.0,204
2013,FL-514,441.0,219,0.0,222
2013,FL-513,1024.0,97,0.0,927
2013,FL-512,245.0,72,0.0,173
2013,FL-511,793.0,281,0.0,512
2013,FL-510,1831.0,919,0.0,912
2013,FL-509,273.0,125,0.0,148
2013,CA-607,254.0,126,0.0,128
2013,CA-605,247.0,27,10.0,210
2013,GA-504,439.0,214,0.0,225
2013,CA-604,649.0,434,0.0,215
2013,CA-504,1076.0,547,0.0,529
2013,CA-503,1554.0,578,0.0,976
2013,CA-502,2064.0,856,0.0,1208
2013,CA-501,2749.0,1622,54.0,1073
2013,CA-500,1811.0,587,10.0,1214
2013,AZ-502,5500.0,2579,25.0,2896
2013,AZ-501,1788.0,665,15.0,1108
2013,AZ-500,1495.0,929,0.0,566
2013,AR-512,60.0,30,0.0,30
2013,AR-505,164.0,140,0.0,24
2013,AR-504,276.0,154,0.0,122
2013,AR-503,758.0,628,0.0,130
2013,AR-501,433.0,275,0.0,158
2013,AR-500,811.0,428,0.0,383
2013,AL-507,654.0,392,0.0,262
2013,AL-506,154.0,28,0.0,126
2013,AL-505,386.0,258,0.0,128
2013,AL-504,458.0,151,0.0,307
2013,AL-503,559.0,442,0.0,117
2013,AL-502,258.0,67,0.0,191
2013,AL-501,381.0,251,0.0,130
2013,AL-500,1222.0,354,34.0,834
2013,AK-501,880.0,630,0.0,250
2013,CA-505,672.0,394,0.0,278
2013,CA-506,877.0,333,0.0,544
2013,CA-507,532.0,170,0.0,362
2013,CA-520,202.0,93,0.0,109
2013,CA-603,871.0,394,0.0,477
2013,CA-602,2272.0,483,0.0,1789
2013,CA-601,4272.0,412,59.0,3801
2013,CA-600,11933.0,3983,25.0,7925
2013,CA-526,146.0,99,0.0,47
2013,CA-525,168.0,12,0.0,156
2013,CA-524,342.0,162,0.0,180
2013,CA-523,284.0,150,0.0,134
2013,CA-522,198.0,35,0.0,163
2013,CA-521,315.0,100,0.0,215
2013,CA-519,333.0,208,0.0,125
2013,CA-508,601.0,322,0.0,279
2013,CA-518,529.0,223,0.0,306
2013,CA-517,189.0,105,0.0,84
2013,CA-516,500.0,128,0.0,372
2013,CA-515,508.0,198,0.0,310
2013,CA-514,972.0,433,24.0,515
2013,CA-513,535.0,237,0.0,298
2013,CA-512,800.0,229,0.0,571
2013,CA-511,1409.0,846,0.0,563
2013,CA-510,534.0,258,0.0,276
2013,CA-509,193.0,103,0.0,90
2013,MI-515,176.0,105,0.0,71
2013,GA-503,114.0,84,0.0,30
2013,GA-505,362.0,298,0.0,64
2013,MA-502,515.0,408,0.0,107
2013,MD-506,113.0,62,25.0,26
2013,MD-505,420.0,367,0.0,53
2013,MD-504,128.0,80,0.0,48
2013,MD-503,245.0,147,0.0,98
2013,MD-502,162.0,69,0.0,93
2013,MD-501,2457.0,906,40.0,1511
2013,MD-500,93.0,42,0.0,51
2013,MA-520,597.0,482,0.0,115
2013,MA-519,273.0,197,0.0,76
2013,MA-518,217.0,104,0.0,113
2013,MA-517,156.0,115,0.0,41
2013,MA-516,830.0,544,0.0,286
2013,MA-515,256.0,141,0.0,115
2013,MA-513,358.0,331,0.0,27
2013,MA-512,272.0,84,12.0,176
2013,MA-511,205.0,205,0.0,0
2013,MA-510,553.0,422,11.0,120
2013,MA-509,461.0,229,0.0,232
2013,MA-508,515.0,384,0.0,131
2013,MA-507,588.0,187,0.0,401
2013,MA-506,1542.0,910,13.0,619
2013,MA-505,399.0,138,0.0,261
2013,MA-504,1168.0,916,7.0,245
2013,MD-507,208.0,52,0.0,156
2013,MD-508,327.0,194,0.0,133
2013,MD-509,222.0,57,0.0,165
2013,MI-504,432.0,100,0.0,332
2013,MI-514,254.0,123,0.0,131
2013,MI-513,73.0,54,0.0,19
2013,MI-512,266.0,142,0.0,124
2013,MI-511,116.0,66,0.0,50
2013,MI-510,378.0,179,6.0,193
2013,MI-509,350.0,198,0.0,152
2013,MI-508,428.0,348,0.0,80
2013,MI-507,671.0,449,0.0,222
2013,MI-506,782.0,315,0.0,467
2013,MI-505,333.0,215,0.0,118
2013,MI-503,254.0,163,0.0,91
2013,MD-510,30.0,21,0.0,9
2013,MI-502,447.0,111,16.0,320
2013,MI-501,2646.0,1288,21.0,1337
2013,MI-500,2297.0,1214,0.0,1083
2013,ME-502,747.0,368,15.0,364
2013,ME-500,2496.0,830,0.0,1666
2013,MD-601,616.0,274,40.0,302
2013,MD-600,418.0,186,0.0,232
2013,MD-513,267.0,225,0.0,42
2013,MD-512,267.0,160,0.0,107
2013,MD-511,51.0,14,0.0,37
2013,GA-506,408.0,122,0.0,286
2013,MA-503,328.0,239,0.0,89
2013,MA-500,5822.0,4403,16.0,1403
2013,IL-502,385.0,170,15.0,200
2013,IL-513,268.0,108,0.0,160
2013,IL-512,555.0,356,24.0,175
2013,IL-511,881.0,226,15.0,640
2013,IL-510,5816.0,2310,41.0,3465
2013,IL-509,116.0,54,0.0,62
2013,IL-508,210.0,69,0.0,141
2013,IL-507,552.0,394,0.0,158
2013,IL-506,326.0,162,0.0,164
2013,IL-504,223.0,99,0.0,124
2013,IL-503,234.0,24,0.0,210
2013,IL-501,574.0,239,0.0,335
2013,LA-508,129.0,62,0.0,67
2013,IL-500,152.0,35,0.0,117
2013,ID-501,1038.0,469,0.0,569
2013,ID-500,724.0,453,0.0,271
2013,IA-502,946.0,416,0.0,530
2013,IA-501,2537.0,1053,0.0,1484
2013,IA-500,281.0,154,0.0,127
2013,HI-501,3330.0,1161,25.0,2144
2013,HI-500,782.0,347,0.0,435
2013,GA-508,595.0,139,0.0,456
2013,GA-507,623.0,300,0.0,323
2013,IL-514,657.0,166,0.0,491
2013,IL-515,218.0,111,0.0,107
2013,IL-516,214.0,113,0.0,101
2013,IL-517,449.0,316,0.0,133
2013,LA-507,150.0,76,0.0,74
2013,LA-506,308.0,108,0.0,200
2013,LA-505,239.0,107,12.0,120
2013,LA-504,839.0,217,0.0,622
2013,LA-503,1399.0,660,10.0,729
2013,LA-502,798.0,452,10.0,336
2013,LA-501,210.0,139,0.0,71
2013,LA-500,543.0,232,0.0,311
2013,KY-502,1274.0,288,0.0,986
2013,KY-501,1410.0,692,10.0,708
2013,KY-500,2107.0,1430,0.0,677
2013,KS-507,1593.0,900,0.0,693
2013,KS-505,230.0,111,0.0,119
2013,KS-503,416.0,343,0.0,73
2013,KS-502,617.0,394,20.0,203
2013,KS-501,264.0,44,0.0,220
2013,IN-503,1697.0,849,25.0,823
2013,IN-502,4895.0,2975,0.0,1920
2013,IN-500,609.0,165,0.0,444
2013,IL-520,423.0,287,0.0,136
2013,IL-519,214.0,74,0.0,140
2013,IL-518,282.0,118,0.0,164
2012,WV-503,440.0,305,0.0,135
2012,WY-500,817.0,538,0.0,279
2012,WV-508,1021.0,639,0.0,382
2012,IL-500,185.0,14,0.0,171
2012,WV-501,293.0,177,13.0,103
2012,IL-516,237.0,127,7.0,103
2012,IL-518,333.0,150,0.0,183
2012,IL-519,204.0,71,0.0,133
2012,IL-520,485.0,360,0.0,125
2012,IN-500,602.0,162,0.0,440
2012,IN-502,4955.0,2976,0.0,1979
2012,IN-503,1832.0,920,25.0,887
2012,KS-501,195.0,27,0.0,168
2012,KS-502,561.0,364,20.0,177
2012,KS-503,487.0,388,0.0,99
2012,KS-505,252.0,100,0.0,152
2012,KS-507,1590.0,848,0.0,742
2012,KY-500,1923.0,1288,0.0,635
2012,KY-501,1362.0,623,10.0,729
2012,KY-502,1262.0,313,0.0,949
2012,LA-500,589.0,252,0.0,337
2012,LA-501,202.0,150,0.0,52
2012,LA-502,979.0,364,10.0,605
2012,LA-503,1526.0,669,15.0,842
2012,LA-504,835.0,205,0.0,630
2012,LA-505,262.0,128,12.0,122
2012,LA-506,303.0,98,0.0,205
2012,LA-507,213.0,96,0.0,117
2012,LA-508,132.0,63,0.0,69
2012,IL-517,449.0,316,0.0,133
2012,IL-515,195.0,101,0.0,94
2012,MI-517,246.0,108,0.0,138
2012,IL-514,649.0,162,0.0,487
2012,GA-505,354.0,290,0.0,64
2012,GA-506,398.0,109,0.0,289
2012,GA-507,583.0,253,0.0,330
2012,GU-500,259.0,109,0.0,150
2012,HI-500,947.0,376,0.0,571
2012,HI-501,3283.0,1114,25.0,2144
2012,IA-500,314.0,148,0.0,166
2012,IA-501,2406.0,1014,0.0,1392
2012,IA-502,907.0,378,0.0,529
2012,ID-500,707.0,455,0.0,252
2012,ID-501,1088.0,472,0.0,616
2012,IL-501,570.0,254,0.0,316
2012,IL-502,368.0,176,15.0,177
2012,IL-503,232.0,20,0.0,212
2012,IL-504,223.0,99,0.0,124
2012,IL-506,396.0,162,0.0,234
